1 | 14
1 | 20
1 | 26
1 | 15
1 | 21
1 | 10
1 | 13
2 | 17
2 | 20
2 | 18
2 | 10
2 | 13
2 | 19
3 | 11
3 | 21
3 | 41
3 | 17
3 | 20
3 | 40
5 | 38
5 | 9
5 | 39
5 | 13
5 | 20
10 | 17
10 | 13
11 | 15
11 | 20
11 | 39
11 | 41
11 | 42
11 | 14
11 | 23
11 | 24
11 | 43
